iteration,score,learning_rate,max_depth,min_child_weight,colsample_bynode,subsample,reg_lambda,reg_alpha,objective,tree_method,eval_metric
351.0,0.4188392821390005,0.01,6,0.0001,0.8,1.0,2,1,binary:logistic,hist,logloss
340.0,0.4190906102091888,0.01,6,0.0,0.8,1.0,0,2,binary:logistic,hist,logloss
340.0,0.4190906102091888,0.01,6,0.0001,0.8,1.0,0,2,binary:logistic,hist,logloss
335.0,0.41930213840114733,0.01,6,0.0,0.8,1.0,1,1,binary:logistic,hist,logloss
335.0,0.41930213840114733,0.01,6,0.0001,0.8,1.0,1,1,binary:logistic,hist,logloss
350.0,0.41931405737682004,0.01,6,0.0001,1.0,1.0,1,2,binary:logistic,hist,logloss
350.0,0.41931405737682004,0.01,6,0.0,1.0,1.0,1,2,binary:logistic,hist,logloss
294.0,0.41933436758781434,0.01,6,0.0,1.0,0.8,0,0,binary:logistic,hist,logloss
294.0,0.41933436758781434,0.01,6,0.0001,1.0,0.8,0,0,binary:logistic,hist,logloss
328.0,0.4197515254498141,0.01,6,0.0001,1.0,1.0,0,2,binary:logistic,hist,logloss
328.0,0.4197515254498141,0.01,6,0.0,1.0,1.0,0,2,binary:logistic,hist,logloss
336.0,0.4197540645958221,0.01,6,0.0001,0.8,1.0,2,0,binary:logistic,hist,logloss
336.0,0.4197540645958221,0.01,6,0.0,0.8,1.0,2,0,binary:logistic,hist,logloss
299.0,0.42002629467595637,0.01,6,0.0001,0.8,1.0,0,1,binary:logistic,hist,logloss
299.0,0.42002629467595637,0.01,6,0.0,0.8,1.0,0,1,binary:logistic,hist,logloss
299.0,0.42008378738352714,0.01,5,0.0,1.0,1.0,0,0,binary:logistic,hist,logloss
299.0,0.42008378738352714,0.01,5,0.0001,1.0,1.0,0,0,binary:logistic,hist,logloss
